studentnumber, familyname, givenname, grant, emailaddress
1896889581, Zeduraktron, Jagmimur, false, jagmimur.zeduraktron@mail.utoronto.ca
1416179432, Drakmeecred, Rayzoirure, false, rayzoirure.drakmeecred@mail.utoronto.ca
1266326894, Reimiritron, Reiloriure, false, reiloriure.reimiritron@mail.utoronto.ca
1242937244, Madmeecred, Madclozur, true, madclozur.madmeecred@mail.utoronto.ca
1379050538, Marmicred, Lukmiark, false, lukmiark.marmicred@mail.utoronto.ca
1481013022, Jagairtron, Cryslamarder, false, cryslamarder.jagairtron@mail.utoronto.ca
1750159987, Zurzercred, Cromeed, false, cromeed.zurzercred@mail.utoronto.ca
1216376390, Lukmiure, Raymeed, false, raymeed.lukmiure@mail.utoronto.ca
1278689158, Merreder, Cryaired, false, cryaired.merreder@mail.utoronto.ca
1196652191, Reilorimed, Rairure, false, rairure.reilorimed@mail.utoronto.ca
1223351598, Cryirarc, Drakzertron, true, drakzertron.cryirarc@mail.utoronto.ca
1447904320, Mjolcloer, Azurloricred, false, azurloricred.mjolcloer@mail.utoronto.ca
1260299856, Mormeezur, Madzerder, false, madzerder.mormeezur@mail.utoronto.ca
1079439712, Azakredmur, Creozered, false, creozered.azakredmur@mail.utoronto.ca
1122313360, Lukloricred, Cruird, false, cruird.lukloricred@mail.utoronto.ca
1961986959, Morcrad, Raarced, false, raarced.morcrad@mail.utoronto.ca
1033078844, Zurmeetron, Reiarkder, false, reiarkder.zurmeetron@mail.utoronto.ca
1829297020, Bremaraczur, Zorkmeeark, true, zorkmeeark.bremaraczur@mail.utoronto.ca
1439216281, Zorkzerer, Mjolarces, false, mjolarces.zorkzerer@mail.utoronto.ca
1231530222, Ramimed, Calorid, false, calorid.ramimed@mail.utoronto.ca
1929283570, Morarkmur, Raslamard, false, raslamard.morarkmur@mail.utoronto.ca
1204310645, Mjoluraker, Zedzercred, false, zedzercred.mjoluraker@mail.utoronto.ca
1308521685, Madurakcred, Creomeeark, false, creomeeark.madurakcred@mail.utoronto.ca
1352979469, Creomiark, Cromirizur, false, cromirizur.creomiark@mail.utoronto.ca
1197773748, Krcresmed, Jagzoirarc, true, jagzoirarc.krcresmed@mail.utoronto.ca
1647257918, Crycrad, Jarzerarc, false, jarzerarc.crycrad@mail.utoronto.ca
1027162259, Jarsorer, Brearktron, false, brearktron.jarsorer@mail.utoronto.ca
1881990945, Mormeetron, Azakuraktron, false, azakuraktron.mormeetron@mail.utoronto.ca
1199724479, Madmizur, Azakslamarark, false, azakslamarark.madmizur@mail.utoronto.ca
1347970703, Mrokarcarc, Jarmurarc, false, jarmurarc.mrokarcarc@mail.utoronto.ca
1960737711, Lukmimur, Creouraktron, false, creouraktron.lukmimur@mail.utoronto.ca
1708233047, Azakcrader, Lukslamarark, true, lukslamarark.azakcrader@mail.utoronto.ca
1740441663, Crysalmard, Ramures, false, ramures.crysalmard@mail.utoronto.ca
1509976723, Jagsorcred, Crymeeed, false, crymeeed.jagsorcred@mail.utoronto.ca
1452370980, Drakslamarure, Morcraer, false, morcraer.drakslamarure@mail.utoronto.ca
1935621686, Mermies, Luksorarc, false, luksorarc.mermies@mail.utoronto.ca
1924171947, Azurcloder, Zedredarc, false, zedredarc.azurcloder@mail.utoronto.ca
1769439535, Reiredes, Brecramed, false, brecramed.reiredes@mail.utoronto.ca
1714557466, Krcraed, Rayzeres, true, rayzeres.krcraed@mail.utoronto.ca
1845730861, Crymid, Jagmeecred, false, jagmeecred.crymid@mail.utoronto.ca
1435578713, Mrokmurer, Crymurzur, false, crymurzur.mrokmurer@mail.utoronto.ca
1397878274, Mormiriure, Crumures, false, crumures.mormiriure@mail.utoronto.ca
1251130209, Jagarkd, Drakmeearc, false, drakmeearc.jagarkd@mail.utoronto.ca
1738367824, Rayredmur, Lukredes, false, lukredes.rayredmur@mail.utoronto.ca
1448880071, Drakmid, Jagsalmared, false, jagsalmared.drakmid@mail.utoronto.ca
1922379461, Zorkcraark, Creoslamarzur, true, creoslamarzur.zorkcraark@mail.utoronto.ca
1975201128, Azakmaraces, Creomurtron, false, creomurtron.azakmaraces@mail.utoronto.ca
1220471285, Krmizur, Morzoirure, false, morzoirure.krmizur@mail.utoronto.ca
1819131569, Jarmurd, Krarcder, false, krarcder.jarmurd@mail.utoronto.ca
1661412795, Brearcmur, Crozoircred, false, crozoircred.brearcmur@mail.utoronto.ca
1847394949, Rayredder, Azurairmed, false, azurairmed.rayredder@mail.utoronto.ca
1719745643, Mrokredes, Lukcrestron, false, lukcrestron.mrokredes@mail.utoronto.ca
1376573947, Zedsorder, Mjolmeeure, true, mjolmeeure.zedsorder@mail.utoronto.ca
1108149942, Reisalmared, Mermiarc, false, mermiarc.reisalmared@mail.utoronto.ca
1041522150, Breredure, Cameeder, false, cameeder.breredure@mail.utoronto.ca
1503078030, Mrokzerzur, Marurakmed, false, marurakmed.mrokzerzur@mail.utoronto.ca
1413422456, Zedirarc, Mormirizur, false, mormirizur.zedirarc@mail.utoronto.ca
1335669439, Mormiure, Cryarcure, false, cryarcure.mormiure@mail.utoronto.ca
1745033930, Marzerd, Azurredmur, false, azurredmur.marzerd@mail.utoronto.ca
1152545831, Drakzoircred, Jararcmur, true, jararcmur.drakzoircred@mail.utoronto.ca
1533372887, Cacrestron, Madloriarc, false, madloriarc.cacrestron@mail.utoronto.ca
1029435429, Brezoirzur, Drakredd, false, drakredd.brezoirzur@mail.utoronto.ca
1407598029, Morarcure, Jagaird, false, jagaird.morarcure@mail.utoronto.ca
1035917003, Raysorark, Cruzerder, false, cruzerder.raysorark@mail.utoronto.ca
1223077383, Mjolairzur, Krredarc, false, krredarc.mjolairzur@mail.utoronto.ca
1578757142, Creomeees, Mjolmurmur, false, mjolmurmur.creomeees@mail.utoronto.ca
1340241583, Mormiriure, Mermiricred, true, mermiricred.mormiriure@mail.utoronto.ca
1757270537, Marzoirer, Rayurakd, false, rayurakd.marzoirer@mail.utoronto.ca
1045685239, Cruarkure, Crucraure, false, crucraure.cruarkure@mail.utoronto.ca
1040850316, Zurmirier, Mrokairzur, false, mrokairzur.zurmirier@mail.utoronto.ca
1269276867, Jarslamarzur, Brearkes, false, brearkes.jarslamarzur@mail.utoronto.ca
1251505106, Maruraked, Crumiarc, false, crumiarc.maruraked@mail.utoronto.ca
1149604465, Rayloricred, Racraarc, false, racraarc.rayloricred@mail.utoronto.ca
1582064159, Rayirer, Creoarkmur, true, creoarkmur.rayirer@mail.utoronto.ca
1442047075, Razoired, Cruarced, false, cruarced.razoired@mail.utoronto.ca
1678156352, Creoirmur, Creosored, false, creosored.creoirmur@mail.utoronto.ca
1222859695, Raycresd, Azakzoird, false, azakzoird.raycresd@mail.utoronto.ca
1378277013, Azurcrazur, Brecresure, false, brecresure.azurcrazur@mail.utoronto.ca
1014510066, Reiarked, Brecrescred, false, brecrescred.reiarked@mail.utoronto.ca
1280781634, Careder, Azurclotron, false, azurclotron.careder@mail.utoronto.ca
1977399070, Zurarced, Reimirimur, true, reimirimur.zurarced@mail.utoronto.ca
1088017159, Mroksalmarcred, Drakcloarc, false, drakcloarc.mroksalmarcred@mail.utoronto.ca
1368919356, Madlorider, Reimaraced, false, reimaraced.madlorider@mail.utoronto.ca
1999185549, Racraarc, Zuraired, false, zuraired.racraarc@mail.utoronto.ca
1290455764, Cacloes, Reisorer, false, reisorer.cacloes@mail.utoronto.ca
1719982821, Reisortron, Zedslamartron, false, zedslamartron.reisortron@mail.utoronto.ca
1840083546, Mrokmeeure, Madurakzur, false, madurakzur.mrokmeeure@mail.utoronto.ca
1736548543, Azakurakder, Raysalmarark, true, raysalmarark.azakurakder@mail.utoronto.ca
1580822409, Azakslamarure, Krirer, false, krirer.azakslamarure@mail.utoronto.ca
1905846390, Zurloriark, Creoarcarc, false, creoarcarc.zurloriark@mail.utoronto.ca
1266376976, Krmaractron, Morcrazur, false, morcrazur.krmaractron@mail.utoronto.ca
1730551675, Cairmed, Marcresure, false, marcresure.cairmed@mail.utoronto.ca
1016441062, Rairmur, Zururakder, false, zururakder.rairmur@mail.utoronto.ca
1553185477, Reicloure, Mjolmeemed, false, mjolmeemed.reicloure@mail.utoronto.ca
1035565464, Reiarcmed, Camurmed, true, camurmed.reiarcmed@mail.utoronto.ca
1617387297, Lukmaraczur, Azurzoirder, false, azurzoirder.lukmaraczur@mail.utoronto.ca
1338996088, Azurmirier, Jagmeed, false, jagmeed.azurmirier@mail.utoronto.ca
1349607107, Creoslamarure, Zurmirimed, false, zurmirimed.creoslamarure@mail.utoronto.ca
1857360723, Rameearc, Krmeed, false, krmeed.rameearc@mail.utoronto.ca
1646796525, Caloried, Bremitron, false, bremitron.caloried@mail.utoronto.ca
1998913113, Azursalmarer, Mjolird, false, mjolird.azursalmarer@mail.utoronto.ca
1581408603, Zorkclomur, Breslamarure, true, breslamarure.zorkclomur@mail.utoronto.ca
1170012498, Drakreder, Raymeearc, false, raymeearc.drakreder@mail.utoronto.ca
1683888007, Mrokzoires, Azakzercred, false, azakzercred.mrokzoires@mail.utoronto.ca
1994317948, Cromurmed, Krmirizur, false, krmirizur.cromurmed@mail.utoronto.ca
1264375976, Mormurzur, Krairark, false, krairark.mormurzur@mail.utoronto.ca
1226922116, Merslamard, Morzerark, false, morzerark.merslamard@mail.utoronto.ca
1627623218, Krcrescred, Jagmirimed, false, jagmirimed.krcrescred@mail.utoronto.ca
1109964618, Morclotron, Jagmitron, true, jagmitron.morclotron@mail.utoronto.ca
1577573317, Zorkirmur, Zedmeeark, false, zedmeeark.zorkirmur@mail.utoronto.ca
1335054792, Cromaracder, Crumiried, false, crumiried.cromaracder@mail.utoronto.ca
1831058368, Mrokmid, Mjolirarc, false, mjolirarc.mrokmid@mail.utoronto.ca
1519043410, Mrokarces, Azakcloed, false, azakcloed.mrokarces@mail.utoronto.ca
1861044497, Marirark, Creozermur, false, creozermur.marirark@mail.utoronto.ca
1883758058, Jagsalmarmed, Lukmeed, false, lukmeed.jagsalmarmed@mail.utoronto.ca
1137407900, Jarairtron, Raymurmed, true, raymurmed.jarairtron@mail.utoronto.ca
1957421991, Brecraer, Raarkmed, false, raarkmed.brecraer@mail.utoronto.ca
1223196647, Caloriarc, Lukarcmed, false, lukarcmed.caloriarc@mail.utoronto.ca
1331995230, Lukmaracarc, Crucloed, false, crucloed.lukmaracarc@mail.utoronto.ca
1779304406, Mjolslamarcred, Zurmaracure, false, zurmaracure.mjolslamarcred@mail.utoronto.ca
1107739766, Mjolmures, Lukcloed, false, lukcloed.mjolmures@mail.utoronto.ca
1142433150, Zorkurakcred, Rayarcder, false, rayarcder.zorkurakcred@mail.utoronto.ca
1233525851, Morredure, Mrokcraes, true, mrokcraes.morredure@mail.utoronto.ca
1347678863, Jarmizur, Rayredcred, false, rayredcred.jarmizur@mail.utoronto.ca
1859818233, Raymiries, Madairder, false, madairder.raymiries@mail.utoronto.ca
1989608328, Jararctron, Croirzur, false, croirzur.jararctron@mail.utoronto.ca
1142476897, Casalmarzur, Cromures, false, cromures.casalmarzur@mail.utoronto.ca
1402724631, Zorkaires, Cruairark, false, cruairark.zorkaires@mail.utoronto.ca
1776646982, Raarkder, Creocraarc, false, creocraarc.raarkder@mail.utoronto.ca
1617023403, Krsorer, Mjolmicred, true, mjolmicred.krsorer@mail.utoronto.ca
1562944774, Racrestron, Rayzoird, false, rayzoird.racrestron@mail.utoronto.ca
1904504082, Madsalmarcred, Madsalmartron, false, madsalmartron.madsalmarcred@mail.utoronto.ca
1840162825, Krcreszur, Drakarked, false, drakarked.krcreszur@mail.utoronto.ca
1606032997, Zurreded, Mjolurakd, false, mjolurakd.zurreded@mail.utoronto.ca
1540193706, Rayarkark, Crozoirer, false, crozoirer.rayarkark@mail.utoronto.ca
1959823436, Zorkzermur, Reizoirmur, false, reizoirmur.zorkzermur@mail.utoronto.ca
1661596961, Crycraure, Crumaraced, true, crumaraced.crycraure@mail.utoronto.ca
1387991555, Bremurd, Mrokmeemed, false, mrokmeemed.bremurd@mail.utoronto.ca
1248233764, Krird, Jagredmed, false, jagredmed.krird@mail.utoronto.ca
1616461737, Jarcresark, Zedcrad, false, zedcrad.jarcresark@mail.utoronto.ca
1272620246, Raymiriarc, Krmurmur, false, krmurmur.raymiriarc@mail.utoronto.ca
1883785041, Jagzerder, Zorkairder, false, zorkairder.jagzerder@mail.utoronto.ca
1365368447, Ramaracmed, Mjolmeemed, false, mjolmeemed.ramaracmed@mail.utoronto.ca
1710902124, Mjolcrader, Ralorier, true, ralorier.mjolcrader@mail.utoronto.ca
1128601028, Raaired, Drakairmed, false, drakairmed.raaired@mail.utoronto.ca
1689152224, Racraark, Marsorer, false, marsorer.racraark@mail.utoronto.ca
1460818712, Marurakure, Zorkslamard, false, zorkslamard.marurakure@mail.utoronto.ca
1376522859, Merreder, Morircred, false, morircred.merreder@mail.utoronto.ca
1795710567, Zurirzur, Mrokircred, false, mrokircred.zurirzur@mail.utoronto.ca
1355397579, Drakmitron, Zorkairer, false, zorkairer.drakmitron@mail.utoronto.ca
1105822374, Crozoired, Azakzermed, true, azakzermed.crozoired@mail.utoronto.ca
1414347373, Crycratron, Mjolmied, false, mjolmied.crycratron@mail.utoronto.ca
1171151914, Moraird, Zorkmiries, false, zorkmiries.moraird@mail.utoronto.ca
1589442103, Marredes, Breclozur, false, breclozur.marredes@mail.utoronto.ca
1877606831, Luksalmarer, Raymiure, false, raymiure.luksalmarer@mail.utoronto.ca
1253955007, Mrokmeeed, Azururakder, false, azururakder.mrokmeeed@mail.utoronto.ca
1553794344, Creocrad, Azakmiriure, false, azakmiriure.creocrad@mail.utoronto.ca
1131613638, Reilorizur, Breloriure, true, breloriure.reilorizur@mail.utoronto.ca
1060110830, Mjolarces, Creosortron, false, creosortron.mjolarces@mail.utoronto.ca
1425362850, Mrokarczur, Luklorizur, false, luklorizur.mrokarczur@mail.utoronto.ca
1998314897, Reimied, Azakzoired, false, azakzoired.reimied@mail.utoronto.ca
1256862082, Creoslamarure, Jagloriure, false, jagloriure.creoslamarure@mail.utoronto.ca
1522057775, Krredmur, Krcrescred, false, krcrescred.krredmur@mail.utoronto.ca
1614959566, Zedurakd, Mjolarcarc, false, mjolarcarc.zedurakd@mail.utoronto.ca
1582942419, Zedredmed, Crumeearc, true, crumeearc.zedredmed@mail.utoronto.ca
1407762828, Marredark, Madarczur, false, madarczur.marredark@mail.utoronto.ca
1230817720, Mjolmaracer, Mrokredd, false, mrokredd.mjolmaracer@mail.utoronto.ca
1675465945, Drakarces, Reiarktron, false, reiarktron.drakarces@mail.utoronto.ca
1469214124, Breairarc, Krairarc, false, krairarc.breairarc@mail.utoronto.ca
1979084587, Raymaracder, Cruzoirtron, false, cruzoirtron.raymaracder@mail.utoronto.ca
1610449600, Azurmirider, Jarires, false, jarires.azurmirider@mail.utoronto.ca
1836623903, Cruzoirder, Drakzeres, true, drakzeres.cruzoirder@mail.utoronto.ca
1010411502, Bremirider, Lukmiried, false, lukmiried.bremirider@mail.utoronto.ca
1160145991, Zurzerark, Zurmaraczur, false, zurmaraczur.zurzerark@mail.utoronto.ca
1352732136, Mjolslamarzur, Mararkcred, false, mararkcred.mjolslamarzur@mail.utoronto.ca
1371759717, Rayclozur, Creosalmarcred, false, creosalmarcred.rayclozur@mail.utoronto.ca
1945234974, Lukcreszur, Marirure, false, marirure.lukcreszur@mail.utoronto.ca
1283677563, Cryzoires, Caarked, false, caarked.cryzoires@mail.utoronto.ca
1999677447, Jagcloed, Merarkzur, true, merarkzur.jagcloed@mail.utoronto.ca
1684843153, Mrokarkes, Cryloried, false, cryloried.mrokarkes@mail.utoronto.ca
1279186917, Mroksormed, Zurcrescred, false, zurcrescred.mroksormed@mail.utoronto.ca
1264806754, Zorkcraarc, Zedarkd, false, zedarkd.zorkcraarc@mail.utoronto.ca
